S.No.,Local Body Code,Local Body Version,Local Body Name      (In English),Local Body Name (In Local),Local Body Type Code,Local Body Type Name,Parent Local Body Code
278,221424,1,CHEMPU,ചെമ്പ്,3,Village Panchayat,6327
279,221100,3,CHENDAMANGALAM,ചേന്ദമംഗലം,3,Village Panchayat,6282
280,221268,1,CHENGALA,ചെങ്കള,3,Village Panchayat,6304
281,221237,1,CHENGALAI,ചെങ്ങളായി,3,Village Panchayat,6301
282,221095,1,CHENGAMANAD,ചെങ്ങമനാട്,3,Village Panchayat,6281
283,221486,1,CHENGOTTUKAVU,ചേങ്ങോട്ടുകാവ്,3,Village Panchayat,6336
284,221787,1,CHENKAL,ചെങ്കല്‍,3,Village Panchayat,6382
285,221031,1,CHENNAMPALIPPURAM,ചേന്നംപള്ളിപ്പുറം,3,Village Panchayat,6270
286,221697,1,CHENNEERKARA,ചെന്നീര്‍ക്കര,3,Village Panchayat,6368
287,221011,1,CHENNITHALA THRIPERUMTHARA,ചെന്നിത്തലതൃപ്പെരുന്തുറ,3,Village Panchayat,6267
288,221016,1,CHEPPAD,ചേപ്പാട്,3,Village Panchayat,6268
289,221054,1,CHERANALLUR,ചേരാനല്ലൂര്‍,3,Village Panchayat,6274
290,221569,1,CHERIYAMUNDAM,ചെറിയമുണ്ടം,3,Village Panchayat,6350
291,220990,3,CHERIYANAD,ചെറിയനാട്,3,Village Panchayat,6264
292,221840,5,CHERPU,ചേര്‍പ്പ്,3,Village Panchayat,6390
293,221006,3,CHERTHALA SOUTH,"ചേര്&zwj,ത്തല തെക്ക്",3,Village Panchayat,6266
294,221517,2,CHERUKAVU,ചെറുകാവ്,3,Village Panchayat,6342
295,221698,1,CHERUKOLE,ചെറുകോല്‍,3,Village Panchayat,6368
296,221238,1,CHERUKUNNU,ചെറുകുന്ന്,3,Village Panchayat,6884
297,221810,3,CHERUNNIYOOR,"ചെറുന്നിയൂര്&zwj,",3,Village Panchayat,6385
298,221216,2,CHERUPUZHA,ചെറുപുഴ,3,Village Panchayat,6299
299,220997,1,CHERUTHANA,ചെറുതന,3,Village Panchayat,6265
300,221217,2,CHERUTHAZHAM,ചെറുതാഴം,3,Village Panchayat,6884
301,221490,3,CHERUVANNUR,ചെറുവണ്ണൂര്‍,3,Village Panchayat,6337
302,221286,1,CHERUVATHUR,ചെറുവത്തൂര്‍,3,Village Panchayat,6306
303,221012,1,CHETTIKULANGARA,ചെട്ടികുളങ്ങര,3,Village Panchayat,6267
304,220998,1,CHINGOLI,ചിങ്ങോലി,3,Village Panchayat,6268
305,221136,2,CHINNAKANAL,ചിന്നക്കനാല്‍,3,Village Panchayat,6288
306,221430,1,CHIRAKKADAVU,ചിറക്കടവ്,3,Village Panchayat,6328
307,221203,2,CHIRAKKAL,"ചിറക്കല്&zwj,",3,Village Panchayat,6297
308,244116,10,CHIRAKKARA,ചിറക്കര,3,Village Panchayat,6311
309,221758,3,CHIRAYINKEEZHU,ചിറയിന്‍കീഴ്,3,Village Panchayat,6377
310,221306,2,CHITHARA,ചിതറ,3,Village Panchayat,6308
311,221742,2,CHITTAR,"ചിറ്റാര്&zwj,",3,Village Panchayat,6375
312,221207,1,CHITTARIPARAMBA,ചിറ്റാരിപ്പറമ്പ,3,Village Panchayat,6298
313,221101,2,CHITTATTUKARA,ചിറ്റാറ്റുകര,3,Village Panchayat,6282
314,221546,2,CHOKKAD,ചോക്കാട്,3,Village Panchayat,6881
315,221248,3,CHOKLI,ചൊക്ളി,3,Village Panchayat,6883
316,221843,4,CHOONDAL,"ചൂണ്ടല്&zwj,",3,Village Panchayat,6391
317,221111,5,CHOORNIKKARA,ചൂര്‍ണ്ണിക്കര,3,Village Panchayat,6284
318,221506,1,CHORODE,ചോറോട്,3,Village Panchayat,6340
319,221073,1,CHOTTANIKKARA,ചോറ്റാനിക്കര,3,Village Panchayat,6277
320,221844,4,CHOWWANNUR,"ചൊവ്വന്നൂര്&zwj,",3,Village Panchayat,6391
321,220977,2,CHUNAKKARA,ചുനക്കര,3,Village Panchayat,6262
322,221547,1,CHUNGATHARA,ചുങ്കത്തറ,3,Village Panchayat,6346
323,221341,1,CLAPPANA,ക്ലാപ്പന,3,Village Panchayat,6314
324,221269,1,DELAMPADY,ദേലംപാടി,3,Village Panchayat,6886
325,221903,3,DESAMANGALAM,ദേശമംഗലം,3,Village Panchayat,6402
326,238327,1,DEVIKULAM,ദേവികുളം,3,Village Panchayat,6288
327,221017,1,DEVIKULANGARA,ദേവികുളങ്ങര,3,Village Panchayat,6268
328,221249,2,DHARMADAM,"ധര്&zwj,മ്മടം",3,Village Panchayat,6302
329,221287,4,EAST ELERI,ഈസ്റ്റ് എളേരി,3,Village Panchayat,6885
330,221500,1,EDACHERI,എടച്ചേരി,3,Village Panchayat,6339
331,221548,1,EDAKKARA,എടക്കര,3,Village Panchayat,6346
332,221074,1,EDAKKATTUVAYAL,എടയ്ക്കാട്ടുവയല്‍,3,Village Panchayat,6277
333,276898,3,Edamalakkudy,ഇടമലക്കുടി,3,Village Panchayat,6288
334,221298,1,EDAMULAKKAL,ഇടമുളയ്ക്കല്‍,3,Village Panchayat,6307
335,221566,1,EDAPPAL,എടപ്പാള്‍,3,Village Panchayat,6349
336,221555,1,EDAPPATTA,എടപ്പറ്റ,3,Village Panchayat,6881
337,221591,2,EDARIKODE,എടരിക്കോട്,3,Village Panchayat,6353
338,221112,2,EDATHALA,എടത്തല,3,Village Panchayat,6284
339,221867,1,EDATHIRUTHY,എടത്തിരുത്തി,3,Village Panchayat,6395
340,220983,4,EDATHUA,എടത്വ,3,Village Panchayat,6263
341,221811,1,EDAVA,ഇടവ,3,Village Panchayat,6385
342,221922,1,EDAVAKA,എടവക,3,Village Panchayat,6404
343,221117,1,EDAVANAKKAD,എടവനക്കാട്,3,Village Panchayat,6285
344,221597,1,EDAVANNA,എടവണ്ണ,3,Village Panchayat,6341
345,221170,1,EDAVETTY,ഇടവെട്ടി,3,Village Panchayat,6293
346,221860,1,EDAVILANGU,എടവിലങ്ങ്,3,Village Panchayat,6395
347,221525,1,EDAYOOR,എടയൂര്‍,3,Village Panchayat,6343
348,221812,2,ELAKAMON,"ഇലകമണ്&zwj,",3,Village Panchayat,6385
349,221307,1,ELAMADU,ഇളമാട്,3,Village Panchayat,6308
350,221337,4,ELAMBALLUR,ഇളംപള്ളൂര്‍,3,Village Panchayat,6313
351,221556,1,ELAMKULAM,ഏലംകുളം,3,Village Panchayat,6347
352,221118,1,ELAMKUNNAPUZHA,എളങ്കുന്നപ്പുഴ,3,Village Panchayat,6274
353,221087,1,ELANJI,ഇലഞ്ഞി,3,Village Panchayat,6280
354,221699,1,ELANTHOOR,ഇലന്തൂര്‍,3,Village Panchayat,6368
355,221130,1,ELAPPARA,ഏലപ്പാറ,3,Village Panchayat,6287
356,221637,1,ELAPPULLY,എലപ്പുള്ളി,3,Village Panchayat,6357
357,221872,1,ELAVALLY,എളവള്ളി,3,Village Panchayat,6396
358,221655,1,ELAVANCHERRY,എലവഞ്ചേരി,3,Village Panchayat,6362
359,221411,1,ELIKULAM,എലിക്കുളം,3,Village Panchayat,6325
360,221730,1,ENADIMANGALAM,ഏനാദിമംഗലം,3,Village Panchayat,6373
361,221893,3,ENGANDIYUR,ഏങ്ങണ്ടിയൂര്‍,3,Village Panchayat,6400
362,221277,2,ENMAKAJE,"എന്&zwj,മകജെ",3,Village Panchayat,6305
363,221507,1,ERAMALA,ഏറാമല,3,Village Panchayat,6340
364,221218,2,ERAMAM -KUTTOOR,"എരമം കുറ്റൂര്&zwj,",3,Village Panchayat,6299
365,221250,3,ERANHOLI,എരഞ്ഞോളി,3,Village Panchayat,6302
366,221731,1,ERATHU,ഏറത്ത്,3,Village Panchayat,6373
367,221158,3,ERATTAYAR,"ഇരട്ടയാര്&zwj,",3,Village Panchayat,6291
368,221705,1,ERAVIPEROOR,ഇരവിപേരൂര്‍,3,Village Panchayat,6369
369,221607,1,ERIMAYUR,എരിമയൂര്‍,3,Village Panchayat,6355
370,221861,1,ERIYAD,എറിയാട്,3,Village Panchayat,6395
371,221299,1,EROOR,ഏരൂര്‍,3,Village Panchayat,6307
372,221904,4,ERUMAPETTY,എരുമപ്പെട്ടി,3,Village Panchayat,6402
373,221384,2,ERUMELI,എരുമേലി,3,Village Panchayat,6321
374,221618,2,ERUTHAMPATHY,എരുത്തേമ്പതി,3,Village Panchayat,6357
375,221185,1,ERUVESSEY,എരുവേശ്ശി,3,Village Panchayat,6295
376,221732,1,EZHAMKULAM,ഏഴംകുളം,3,Village Panchayat,6373
377,221102,3,EZHIKKARA,ഏഴിക്കര,3,Village Panchayat,6282
378,221219,2,EZHOME,ഏഴോം,3,Village Panchayat,6884
379,221331,1,EZHUKONE,എഴുകോണ്‍,3,Village Panchayat,6312
380,221706,1,EZHUMATTOOR,എഴുമറ്റൂര്‍,3,Village Panchayat,6369
381,221023,1,EZHUPUNNA,എഴുപുന്ന,3,Village Panchayat,6269
382,221151,2,IDUKKI - KANJIKUZHY,ഇടുക്കി കഞ്ഞിക്കുഴി,3,Village Panchayat,6290
383,221186,1,IRIKKUR,ഇരിക്കൂര്‍,3,Village Panchayat,6295
384,221526,1,IRIMBILAYAM,ഇരിമ്പിളിയം,3,Village Panchayat,6343
385,221308,1,ITTIVA,ഇട്ടിവ,3,Village Panchayat,6308
386,221309,2,KADAKKAL,കടയ്ക്കല്‍,3,Village Panchayat,6308
387,221024,2,KADAKKARAPPALLY,കടക്കരപ്പള്ളി,3,Village Panchayat,6266
388,221759,2,KADAKKAVOOR,"കടക്കാവൂര്&zwj,",3,Village Panchayat,6377
389,221458,1,KADALUNDI,കടലുണ്ടി,3,Village Panchayat,6332
390,221055,1,KADAMAKKUDY,കടമക്കുടി,3,Village Panchayat,6274
391,221181,1,KADAMBOOR,കടമ്പൂര്‍,3,Village Panchayat,6294
392,221733,1,KADAMPANADU,കടമ്പനാട്,3,Village Panchayat,6373
393,221684,1,KADAMPAZHIPURAM,കടമ്പഴിപ്പുറം,3,Village Panchayat,6366
394,221391,3,KADANAD,കടനാട്,3,Village Panchayat,6322
395,221905,3,KADANGODE,കടങ്ങോട്,3,Village Panchayat,6391
396,221220,2,KADANNAPALLY -PANAPUZHA,കടന്നപ്പള്ളി പാണപ്പുഴ,3,Village Panchayat,6301
397,221416,3,KADAPLAMATTOM,കടപ്ലാമറ്റം,3,Village Panchayat,6326
398,221834,5,KADAPPURAM,കടപ്പുറം,3,Village Panchayat,6389
399,221737,1,KADAPRA,കടപ്ര,3,Village Panchayat,6374
400,221845,2,KADAVALLUR,"കടവല്ലൂര്&zwj,",3,Village Panchayat,6391
401,221764,1,KADINAMKULAM,കഠിനംകുളം,3,Village Panchayat,6378
402,221251,2,KADIRUR,"കതിരൂര്&zwj,",3,Village Panchayat,6883
403,221829,2,KADUKUTTY,കാടുകുറ്റി,3,Village Panchayat,6388
404,221043,2,KADUNGALLUR,കടുങ്ങല്ലൂര്‍,3,Village Panchayat,6272
405,221377,1,KADUTHURUTHY,കടുത്തുരുത്തി,3,Village Panchayat,6320
406,220984,6,KAINAKARY,കൈനകരി,3,Village Panchayat,6263
407,221868,1,KAIPAMANGALAM,കൈപ്പമംഗലം,3,Village Panchayat,6395
408,221890,2,KAIPARAMBA,കൈപ്പറമ്പ്,3,Village Panchayat,6399
409,221444,1,KAKKODI,കക്കോടി,3,Village Panchayat,6330
410,221445,1,KAKKUR,കാക്കൂര്‍,3,Village Panchayat,6330
411,221046,2,KALADY,കാലടി,3,Village Panchayat,6273
412,239030,1,KALADY,കാലടി,3,Village Panchayat,6349
413,221734,1,KALANJOOR,കലഞ്ഞൂര്‍,3,Village Panchayat,6373
414,221549,1,KALIKAVU,കാളികാവ്,3,Village Panchayat,6881
415,221259,4,KALLAR,"കള്ളാര്&zwj,",3,Village Panchayat,6885
416,221378,1,KALLARA,കല്ലറ,3,Village Panchayat,6320
417,221801,1,KALLARA,കല്ലറ,3,Village Panchayat,6384
418,221239,2,KALLIASSERY,കല്ല്യാശ്ശേരി,3,Village Panchayat,6884
419,221795,3,KALLIKKADU,കള്ളിക്കാട്,3,Village Panchayat,6383
420,221781,1,KALLIYOOR,കല്ലിയൂര്‍,3,Village Panchayat,6381
421,221721,1,KALLOOPPARA,കല്ലൂപ്പാറ,3,Village Panchayat,6371
422,221080,1,KALLOORKKAD,കല്ലൂര്‍ക്കാട്,3,Village Panchayat,6278
423,221325,7,KALLUVATHUKKAL,കല്ലുവാതുക്കല്‍,3,Village Panchayat,6311
424,221570,1,KALPAKANCHERI,കല്‍പകഞ്ചേരി,3,Village Panchayat,6343
425,221152,2,KAMAKSHY,കാമാക്ഷി,3,Village Panchayat,6290
426,221417,1,KANAKKARI,കാണക്കാരി,3,Village Panchayat,6326
427,221159,2,KANCHIYAR,"കാഞ്ചിയാര്&zwj,",3,Village Panchayat,6291
428,221018,1,KANDALLOOR,കണ്ടല്ലൂര്‍,3,Village Panchayat,6268
429,221846,5,KANDANASSERY,കണ്ടാണശ്ശേരി,3,Village Panchayat,6391
430,221431,1,KANGAZHA,കങ്ങഴ,3,Village Panchayat,6328
431,221912,2,KANIAMBETTA,കണിയാമ്പറ്റ,3,Village Panchayat,6882
432,221228,2,KANICHAR,"കണിച്ചാര്&zwj,",3,Village Panchayat,6300
433,221007,3,KANJIKUZHI,കഞ്ഞിക്കുഴി,3,Village Panchayat,6266
434,221752,1,KANJIRAMKULAM,കാഞ്ഞിരംകുളം,3,Village Panchayat,6376
435,221645,3,KANJIRAMPUZHA,കാഞ്ഞിരപുഴ,3,Village Panchayat,6361
436,221385,1,KANJIRAPPALLY,കാഞ്ഞിരപ്പള്ളി,3,Village Panchayat,6321
437,221047,1,KANJOOR,കാഞ്ഞൂര്‍,3,Village Panchayat,6273
438,221221,2,KANKOLE- ALAPADAMBA,"കാങ്കോല്&zwj,  ആലപ്പടമ്പ",3,Village Panchayat,6299
439,221629,1,KANNADI,കണ്ണാടി,3,Village Panchayat,6359
440,221592,1,KANNAMANGALAM,കണ്ണമംഗലം,3,Village Panchayat,6353
441,221608,1,KANNAMBARA,കണ്ണമ്പ്ര,3,Village Panchayat,6355
442,221240,2,KANNAPURAM,കണ്ണപുരം,3,Village Panchayat,6884
443,221137,1,KANTHALLOOR,കാന്തല്ലൂര്‍,3,Village Panchayat,6288
444,221692,1,KAPPUR,കപ്പൂര്‍,3,Village Panchayat,6367
445,221270,1,KARADKA,കാറഡുക്ക,3,Village Panchayat,6886
446,221777,1,KARAKULAM,കരകുളം,3,Village Panchayat,6380
447,221646,1,KARAKURISSI,കാരാകുറുശ്ശി,3,Village Panchayat,6366
448,221849,5,KARALAM,,3,Village Panchayat,6392
449,221462,1,KARASSERI,കാരശ്ശേരി,3,Village Panchayat,6333
450,221300,1,KARAVALOOR,കരവാളൂര്‍,3,Village Panchayat,6307
451,221767,2,KARAVARAM,കരവാരം,3,Village Panchayat,6379
452,221332,1,KAREEPRA,കരീപ്ര,3,Village Panchayat,6312
453,221144,2,KARIMANNOOR,കരിമണ്ണൂര്‍,3,Village Panchayat,6289
454,221647,2,KARIMBA,കരിമ്പ,3,Village Panchayat,6361
455,221171,1,KARIMKUNNAM,കരിങ്കുന്നം,3,Village Panchayat,6293
456,221685,1,KARIMPUZHA,കരിമ്പുഴ,3,Village Panchayat,6366
457,221222,2,KARIVELLUR -PERALAM,"കരിവെള്ളൂര്&zwj, പെരളം",3,Village Panchayat,6299
458,221788,1,KARODE,കാരോട്,3,Village Panchayat,6382
459,221392,1,KAROOR,കരൂര്‍,3,Village Panchayat,6322
460,221000,2,KARTHIKAPPALLY,കാര്‍ത്തികപ്പള്ളി,3,Village Panchayat,6265
461,221396,4,KARUKACHAL,കറുകച്ചാല്‍,3,Village Panchayat,6328
462,221048,1,KARUKUTTY,കറുകുറ്റി,3,Village Panchayat,6273
463,221550,2,KARULAI,കരുളായ്,3,Village Panchayat,6881
464,221042,4,KARUMALLOOR,കരുമാല്ലൂര്‍,3,Village Panchayat,6272
465,221753,2,KARUMKULAM,കരുംകുളം,3,Village Panchayat,6376
466,221163,1,KARUNAPURAM,കരുണാപുരം,3,Village Panchayat,6292
467,221598,1,KARUVARAKUNDU,കരുവാരകുണ്ട്,3,Village Panchayat,6881
468,221001,2,KARUVATTA,കരുവാറ്റ,3,Village Panchayat,6265
469,221847,2,KATTAKAMPAL,"കാട്ടകാമ്പാല്&zwj,",3,Village Panchayat,6391
470,221817,2,KATTAKKADA,കാട്ടാക്കട,3,Village Panchayat,6386
471,235965,1,KATTIPPARA,കട്ടിപ്പാറ,3,Village Panchayat,6331
472,221850,1,KATTUR,,3,Village Panchayat,6392
473,221035,3,KAVALAM,കാവാലം,3,Village Panchayat,6271
474,221062,1,KAVALANGAD,കവളങ്ങാട്,3,Village Panchayat,6276
475,221511,1,KAVANNUR,കാവന്നൂര്‍,3,Village Panchayat,6341
476,221609,1,KAVASERY,കാവശ്ശേരി,3,Village Panchayat,6355
477,221471,3,KAVILUMPARA,കാവിലുമ്പാറ,3,Village Panchayat,6334
478,221722,1,KAVIYOOR,കവിയൂര്‍,3,Village Panchayat,6371
479,221472,1,KAYAKKODI,കായക്കൊടി,3,Village Panchayat,6334
480,221491,2,KAYANNA,കായണ്ണ,3,Village Panchayat,6337
481,221288,2,KAYYUR CHEEMENI,"കയ്യൂര്&zwj, ചീമേനി",3,Village Panchayat,6306
482,221063,1,KEERAMPARA,കീരംപാറ,3,Village Panchayat,6276
483,221197,2,KEEZHALLUR,"കീഴല്ലൂര്&zwj,",3,Village Panchayat,6296
484,221479,1,KEEZHARIYUR,കീഴരിയൂര്‍,3,Village Panchayat,6335
485,221557,1,KEEZHATTUR,കീഴാറ്റൂര്‍,3,Village Panchayat,6347
486,221113,2,KEEZHMAD,കീഴ്മാട്,3,Village Panchayat,6284
487,221229,2,KELAKAM,കേളകം,3,Village Panchayat,6300
488,221665,1,KERALASSERY,കേരളശ്ശേരി,3,Village Panchayat,6364
489,221418,2,KIDANGOOR,"കിടങ്ങൂര്&zwj,",3,Village Panchayat,6325
490,221768,1,KILIMANOOR,കിളിമാനൂര്‍,3,Village Panchayat,6379
491,221289,7,KINANOOR KARINDALAM,"കിനാനൂര്&zwj, കരിന്തളം",3,Village Panchayat,6885
492,221114,2,KIZHAKKAMBALAM,കിഴക്കമ്പലം,3,Village Panchayat,6284
493,221610,1,KIZHAKKANCHERRY,കിഴക്കഞ്ചേരി,3,Village Panchayat,6355
494,221317,2,KIZHAKKEKALLADA,കിഴക്കേ കല്ലട,3,Village Panchayat,6310
495,221449,1,KIZHAKKOTH,കിഴക്കോത്ത്,3,Village Panchayat,6331
496,221512,1,KIZHUPARAMBA,കീഴുപറമ്പ,3,Village Panchayat,6341
497,221760,1,KIZHUVILAM,കീഴുവിലം,3,Village Panchayat,6377
498,221854,2,KODAKARA,കൊടകര,3,Village Panchayat,6393
499,221025,1,KODAMTHURUTHU,കോടംതുരുത്ത്,3,Village Panchayat,6269
500,221830,4,KODASSERY,കോടശ്ശേരി,3,Village Panchayat,6388
501,221463,1,KODENCHERI,കോടഞ്ചേരി,3,Village Panchayat,6331
502,221145,1,KODIKULAM,കോടിക്കുളം,3,Village Panchayat,6289
503,221464,1,KODIYATHUR,കൊടിയത്തൂര്‍,3,Village Panchayat,6333
504,221260,4,KODOMBELLUR,കോടോം ബേളൂര്‍,3,Village Panchayat,6885
505,221666,2,KODUMBA,കൊടുമ്പ,3,Village Panchayat,6360
506,221735,1,KODUMON,കൊടുമണ്‍,3,Village Panchayat,6373
507,221536,2,KODUR,കോഡൂര്‍,3,Village Panchayat,6344
508,221624,1,KODUVAYUR,കൊടുവായൂര്‍,3,Village Panchayat,6358
509,221707,1,KOIPURAM,കോയിപ്രം,3,Village Panchayat,6369
510,221131,1,KOKKAYAR,കൊക്കയാര്‍,3,Village Panchayat,6287
511,221187,1,KOLACHERRY,കൊളച്ചേരി,3,Village Panchayat,6294
512,221230,1,KOLAYAD,കോളയാട്,3,Village Panchayat,6300
513,221876,1,KOLAZHY,കോലഴി,3,Village Panchayat,6399
514,221796,1,KOLLAYIL,കൊല്ലയില്‍,3,Village Panchayat,6383
515,221625,1,KOLLENGODE,കൊല്ലങ്കോട്,3,Village Panchayat,6358
516,221882,1,KONDAZHY,കൊണ്ടാഴി,3,Village Panchayat,6398
517,221667,1,KONGAD,കോങ്ങാട്,3,Village Panchayat,6364
518,221126,1,KONNATHADY,കൊന്നത്തടി,3,Village Panchayat,6286
519,221711,2,KONNI,കോന്നി,3,Village Panchayat,6370
520,221199,1,KOODALI,കൂടാളി,3,Village Panchayat,6296
521,221451,1,KOODARANJI,കൂടരഞ്ഞി,3,Village Panchayat,6331
522,221437,4,KOORACHUNDU,കൂരാച്ചുണ്ട്,3,Village Panchayat,6329
523,221412,2,KOOROPPADA,കൂരോപ്പട,3,Village Panchayat,6325
524,221492,1,KOOTHALI,കൂത്താളി,3,Village Panchayat,6337
525,221386,1,KOOTTICKAL,കൂട്ടിക്കല്‍,3,Village Panchayat,6321
526,221537,1,KOOTTILANGADI,കൂട്ടിലങ്ങാടി,3,Village Panchayat,6345
527,221057,2,KOOVAPPADY,കൂവപ്പടി,3,Village Panchayat,6275
528,221673,1,KOPPAM,കൊപ്പം,3,Village Panchayat,6365
529,221831,5,KORATTY,കൊരട്ടി,3,Village Panchayat,6388
530,239035,5,KORUTHODE,കോരുത്തോട്,3,Village Panchayat,6321
531,221338,5,KOTTAMKARA,കൊറ്റങ്കര,3,Village Panchayat,6313
532,221723,1,KOTTANADU,കൊറ്റനാട്,3,Village Panchayat,6371
533,221724,1,KOTTANGAL,കോട്ടാങ്ങല്‍,3,Village Panchayat,6371
534,221648,1,KOTTAPPADAM,കോട്ടപ്പാടം,3,Village Panchayat,6361
535,221064,1,KOTTAPPADY,കോട്ടപ്പടി,3,Village Panchayat,6276
536,221913,1,KOTTATHARA,കോട്ടത്തറ,3,Village Panchayat,6403
537,221253,2,KOTTAYAM,കോട്ടയം,3,Village Panchayat,6298
538,221630,1,KOTTAYI,കോട്ടായി,3,Village Panchayat,6359
539,221231,2,KOTTIYOOR,"കൊട്ടിയൂര്&zwj,",3,Village Panchayat,6300
540,221754,2,KOTTUKAL,കോട്ടുകാല്‍,3,Village Panchayat,6376
541,221438,2,KOTTUR,കോട്ടൂര്‍,3,Village Panchayat,6329
542,221103,1,KOTTUVALLY,കോട്ടുവള്ളി,3,Village Panchayat,6282
543,221700,1,KOZHENCHERRY,കോഴഞ്ചേരി,3,Village Panchayat,6368
544,221619,2,KOZHINJAMPARA,കൊഴിഞ്ഞാമ്പാറ,3,Village Panchayat,6357
545,221393,1,KOZHUVANAL,കൊഴുവനാല്‍,3,Village Panchayat,6322
546,221019,1,KRISHNAPURAM,കൃഷ്ണപുരം,3,Village Panchayat,6268
547,221146,6,KUDAYATHOOR,കുടയത്തൂര്‍,3,Village Panchayat,6289
548,221357,4,KULAKKADA,കുളക്കട,3,Village Panchayat,6317
549,221718,1,KULANADA,കുളനട,3,Village Panchayat,6372
550,221342,1,KULASEKHARAPURAM,കുലശേഖരപുരം,3,Village Panchayat,6314
551,221789,1,KULATHOOR,കുളത്തൂര്‍,3,Village Panchayat,6382
552,221301,1,KULATHUPUZHA,കുളത്തൂപ്പുഴ,3,Village Panchayat,6307
553,221674,1,KULUKKALLUR,കുലുക്കല്ലൂര്‍,3,Village Panchayat,6365
554,221132,1,KUMALY,കുമിളി,3,Village Panchayat,6287
